"filename", "language", "HTML", "XML", "JavaScript", "CSS", "JSON", "Markdown", "pip requirements", "Python", "comment", "blank", "total"
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\sq.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\sr-Cyrl.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\sr.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\sv.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\th.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\tk.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\tr.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\uk.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\vi.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\zh-CN.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\i18n\zh-TW.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\select2.full.js", "JavaScript", 0, 0, 5102, 0, 0, 0, 0, 0, 384, 1335, 6821
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\select2\select2.full.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\xregexp\xregexp.js", "JavaScript", 0, 0, 3138, 0, 0, 0, 0, 0, 1271, 244, 4653
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\admin\js\vendor\xregexp\xregexp.min.js", "JavaScript", 0, 0, 129, 0, 0, 0, 0, 0, 31, 1, 161
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\jquery-migrate-3.0.1.js", "JavaScript", 0, 0, 432, 0, 0, 0, 0, 0, 60, 135, 627
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\jquery-migrate-3.0.1.min.js", "JavaScript", 0, 0, 213, 0, 0, 0, 0, 0, 1, 1, 215
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\jquery.js", "JavaScript", 0, 0, 6895, 0, 0, 0, 0, 0, 1911, 2076, 10882
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\jquery.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\external\jquery\jquery.js", "JavaScript", 0, 0, 6895, 0, 0, 0, 0, 0, 1911, 2076, 10882
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\index.html", "HTML", 447, 0, 0, 0, 0, 0, 0, 0, 16, 41, 504
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\jquery-ui.css", "CSS", 0, 0, 0, 1224, 0, 0, 0, 0, 49, 43, 1316
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\jquery-ui.js", "JavaScript", 0, 0, 13856, 0, 0, 0, 0, 0, 2104, 3086, 19046
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\jquery-ui.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 5, 1, 7
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\jquery-ui.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 4, 1, 6
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\jquery-ui.structure.css", "CSS", 0, 0, 0, 821, 0, 0, 0, 0, 36, 30, 887
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\jquery-ui.structure.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 5
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\jquery-ui.theme.css", "CSS", 0, 0, 0, 403, 0, 0, 0, 0, 30, 14, 447
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\jquery-ui.theme.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 5
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\jquery\ui\package.json", "JSON", 0, 0, 0, 0, 72, 0, 0, 0, 0, 1, 73
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\grappelli.js", "JavaScript", 0, 0, 194, 0, 0, 0, 0, 0, 36, 21, 251
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\grappelli.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_autocomplete_fk.js", "JavaScript", 0, 0, 129, 0, 0, 0, 0, 0, 10, 10, 149
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_autocomplete_generic.js", "JavaScript", 0, 0, 162, 0, 0, 0, 0, 0, 10, 12, 184
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_autocomplete_m2m.js", "JavaScript", 0, 0, 177, 0, 0, 0, 0, 0, 14, 13, 204
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_collapsible.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 6, 2, 36
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_collapsible_group.js", "JavaScript", 0, 0, 48, 0, 0, 0, 0, 0, 5, 2, 55
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_inline.js", "JavaScript", 0, 0, 168, 0, 0, 0, 0, 0, 37, 15, 220
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_related_fk.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 8, 7, 72
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_related_generic.js", "JavaScript", 0, 0, 78, 0, 0, 0, 0, 0, 7, 9, 94
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_related_m2m.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 8, 7, 73
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\js\jquery.grp_timepicker.js", "JavaScript", 0, 0, 126, 0, 0, 0, 0, 0, 41, 20, 187
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\stylesheets\mueller\grid\output-rtl.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\stylesheets\mueller\grid\output.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\stylesheets\mueller\screen.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\stylesheets\partials\custom\tinymce.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\stylesheets\rtl.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\stylesheets\screen.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\accessibility.html", "HTML", 86, 0, 0, 0, 0, 0, 0, 0, 3, 13, 102
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\css\content.css", "CSS", 0, 0, 0, 80, 0, 0, 0, 0, 3, 23, 106
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\css\word.css", "CSS", 0, 0, 0, 44, 0, 0, 0, 0, 0, 10, 54
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\custom_formats.html", "HTML", 94, 0, 0, 0, 0, 0, 0, 0, 4, 14, 112
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\full.html", "HTML", 85, 0, 0, 0, 0, 0, 0, 0, 4, 13, 102
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\index.html", "HTML", 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\lists\image_list.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 4, 2, 10
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\lists\link_list.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 4, 2, 11
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\lists\media_list.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 4, 1, 14
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\lists\template_list.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 4, 1, 9
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\menu.html", "HTML", 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\simple.html", "HTML", 38, 0, 0, 0, 0, 0, 0, 0, 3, 7, 48
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\skins.html", "HTML", 182, 0, 0, 0, 0, 0, 0, 0, 3, 32, 217
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\templates\layout1.htm", "HTML", 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\templates\snippet1.htm", "HTML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\examples\word.html", "HTML", 60, 0, 0, 0, 0, 0, 0, 0, 3, 10, 73
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\langs\en.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advhr\css\advhr.css", "CSS", 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advhr\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advhr\editor_plugin_src.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 12, 7, 57
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advhr\js\rule.js", "JavaScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 11, 44
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advhr\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advhr\rule.htm", "HTML", 56, 0, 0, 0, 0, 0, 0, 0, 0, 3, 59
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage\css\advimage.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage\editor_plugin_src.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 13, 5, 50
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage\image.htm", "HTML", 222, 0, 0, 0, 0, 0, 0, 0, 0, 1, 223
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage\js\image.js", "JavaScript", 0, 0, 350, 0, 0, 0, 0, 0, 14, 101, 465
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage_orig\css\advimage.css", "CSS", 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage_orig\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage_orig\editor_plugin_src.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 13, 5, 50
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage_orig\image.htm", "HTML", 208, 0, 0, 0, 0, 0, 0, 0, 4, 24, 236
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage_orig\js\image.js", "JavaScript", 0, 0, 350, 0, 0, 0, 0, 0, 14, 101, 465
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advimage_orig\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink\css\advlink.css", "CSS", 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink\editor_plugin_src.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 13, 9, 61
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink\js\advlink.js", "JavaScript", 0, 0, 396, 0, 0, 0, 0, 0, 23, 125, 544
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink\link.htm", "HTML", 353, 0, 0, 0, 0, 0, 0, 0, 3, 16, 372
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink_orig\css\advlink.css", "CSS", 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink_orig\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink_orig\editor_plugin_src.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 13, 9, 61
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink_orig\js\advlink.js", "JavaScript", 0, 0, 396, 0, 0, 0, 0, 0, 23, 125, 544
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink_orig\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlink_orig\link.htm", "HTML", 303, 0, 0, 0, 0, 0, 0, 0, 0, 36, 339
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlist\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\advlist\editor_plugin_src.js", "JavaScript", 0, 0, 120, 0, 0, 0, 0, 0, 20, 36, 176
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\autolink\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\autolink\editor_plugin_src.js", "JavaScript", 0, 0, 117, 0, 0, 0, 0, 0, 38, 30, 185
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\autoresize\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\autoresize\editor_plugin_src.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 45, 18, 120
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\autosave\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\autosave\editor_plugin_src.js", "JavaScript", 0, 0, 220, 0, 0, 0, 0, 0, 154, 60, 434
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\bbcode\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\bbcode\editor_plugin_src.js", "JavaScript", 0, 0, 90, 0, 0, 0, 0, 0, 15, 15, 120
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\contextmenu\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\contextmenu\editor_plugin_src.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 42, 30, 164
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\directionality\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\directionality\editor_plugin_src.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 12, 16, 85
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\emotions\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\emotions\editor_plugin_src.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 12, 4, 43
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\emotions\emotions.htm", "HTML", 41, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\emotions\js\emotions.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 8, 44
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\emotions\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\example\dialog.htm", "HTML", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\example\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\example\editor_plugin_src.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 38, 7, 84
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\example\js\dialog.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 2, 5, 20
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\example\langs\en.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\example\langs\en_dlg.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\example_dependency\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\example_dependency\editor_plugin_src.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 29, 6, 51
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullpage\css\fullpage.css", "CSS", 0, 0, 0, 108, 0, 0, 0, 0, 3, 32, 143
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullpage\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullpage\editor_plugin_src.js", "JavaScript", 0, 0, 291, 0, 0, 0, 0, 0, 36, 79, 406
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullpage\fullpage.htm", "HTML", 239, 0, 0, 0, 0, 0, 0, 0, 0, 21, 260
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullpage\js\fullpage.js", "JavaScript", 0, 0, 162, 0, 0, 0, 0, 0, 20, 51, 233
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullpage\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullscreen\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullscreen\editor_plugin_src.js", "JavaScript", 0, 0, 111, 0, 0, 0, 0, 0, 19, 30, 160
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\fullscreen\fullscreen.htm", "HTML", 88, 0, 0, 0, 0, 0, 0, 0, 0, 23, 111
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli\editor_plugin_src.js", "JavaScript", 0, 0, 144, 0, 0, 0, 0, 0, 36, 27, 207
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli\langs\cs.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli\langs\de.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli\langs\en.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli\langs\fr.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli\langs\pl.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
